policy,knowledge,objective,min_gain_sec,max_count_imbalance,p50,p95,p99,ttft_p50,ttft_p95,ttft_p99,tokens_per_sec,mean_gpu_busy,mean_slot_occupancy,pending_p95,waiting_p95,waiting_fraction,assignments,max_pending,overrides,seed
guarded_completion_helix,helix,completion,0.75,1,23.016569179843124,46.393801257198334,55.16716749854014,9.072492679733013,21.95069208408601,23.29036294791448,885.0388423748144,0.9483377654787761,0.7198672688205785,123.05000000000001,75.05000000000001,0.8933333333333333,"[158, 142]","[67, 66]",86,1
guarded_completion_oracle,oracle,completion,0.75,1,22.50311402036012,48.36656650700773,54.8049896170245,8.825855021092629,22.059197986860006,23.173035494960374,922.3384106198558,0.9873458557801219,0.7507059983980449,124.0,76.0,0.89,"[148, 152]","[66, 67]",56,1
guarded_completion_helix,helix,completion,0.0,2,22.210665754967184,47.18554342201357,54.96817198919394,8.48983177793799,21.410811872110354,24.3141066194858,905.2504258959088,0.9707215278772457,0.7369994146285983,126.0,78.0,0.8933333333333333,"[152, 148]","[68, 66]",137,1
guarded_completion_oracle,oracle,completion,0.0,2,22.471795194336643,48.47648596491802,55.15467147514357,8.927967566192844,21.96936259607041,22.852962762334137,922.6522642433378,0.9895081852564123,0.7513476853315774,124.0,76.0,0.9,"[152, 148]","[66, 67]",118,1
guarded_completion_helix,helix,completion,0.25,2,22.220017868540836,49.14375207289393,55.48733026255876,8.960981741690901,21.847066240400732,23.6418689041546,900.9561508714203,0.9651363355095763,0.7354146200772762,123.0,75.0,0.8933333333333333,"[158, 142]","[67, 68]",106,1
guarded_completion_oracle,oracle,completion,0.25,2,22.42907058560435,48.66692514283543,55.066808157192085,8.843324942373936,21.734522195455856,23.456064976616165,909.6191251005204,0.9781469195164314,0.741149383530459,125.0,77.0,0.8966666666666666,"[150, 150]","[67, 65]",86,1
guarded_completion_helix,helix,completion,0.75,2,22.396131848906975,48.67031907223588,56.95370748092866,8.903282178430084,20.755879988224976,24.96358153815444,870.0090144476094,0.9373819768749382,0.7158221516941787,123.05000000000001,75.05000000000001,0.89,"[148, 152]","[65, 65]",57,1
guarded_completion_oracle,oracle,completion,0.75,2,22.255538262745112,48.21391486252325,55.34867479131014,8.827818796419873,21.98414604130302,22.729060776083436,916.9490178558445,0.9807721077509202,0.7482973453750338,124.05000000000001,76.05000000000001,0.89,"[152, 148]","[66, 65]",53,1
round_robin,prior,completion,0.0,1000000000,10.163009376282094,35.65024551107562,42.259214335834855,0.14196604933298218,7.609481590006842,8.847579023659952,709.8121568052904,0.9142900868427518,0.5403844127083168,76.05000000000001,28.05000000000001,0.8366666666666667,"[150, 150]","[45, 46]",0,2
queue_size,prior,completion,0.0,1000000000,10.107357449567644,35.9546382780755,41.391309080600834,0.12552816605721073,7.9866468931191035,9.486864599753902,718.2719289177656,0.9180996844640885,0.5478152860165416,78.05000000000001,30.05000000000001,0.8366666666666667,"[153, 147]","[45, 46]",0,2
least_work,oracle,completion,0.0,1000000000,10.231411580506887,35.63556556501701,41.06641708957697,0.13225057079383618,7.140319236534011,8.49394835518264,726.2663923970781,0.9367049915230037,0.5524708067140564,77.05000000000001,29.05000000000001,0.8566666666666667,"[146, 154]","[41, 50]",140,2
completion_oracle,oracle,completion,0.0,1000000000,10.063586461474824,36.052401083241165,41.593606889515215,0.11913206435192691,6.64724476424156,8.2161804385507,725.3422866379074,0.9373169440440179,0.5514083069768222,78.05000000000001,30.05000000000001,0.8333333333333334,"[152, 148]","[45, 45]",105,2
ttft_oracle,oracle,ttft,0.0,1000000000,10.367144960749307,35.59393036618393,42.56640307671963,0.12174188488832272,6.548545286031909,8.188114360376426,723.1605804297484,0.927879012566833,0.5532653962310105,79.05000000000001,31.05000000000001,0.8366666666666667,"[142, 158]","[48, 43]",130,2
completion_helix,helix,completion,0.0,1000000000,10.329955383371363,35.56389726632131,42.09132729391636,0.13985420186271114,6.825961400150283,7.994737559953487,710.621445795706,0.9107950589428988,0.5431277862216218,78.05000000000001,30.05000000000001,0.8433333333333334,"[154, 146]","[43, 48]",90,2
ttft_helix,helix,ttft,0.0,1000000000,10.449190689351525,35.77853663611758,42.35607697101314,0.1459475081147854,7.238936658967892,8.663133851587805,720.4451653572607,0.9228178991745359,0.5520092805796313,77.05000000000001,29.05000000000001,0.8366666666666667,"[140, 160]","[43, 47]",129,2
guarded_ttft_helix,helix,ttft,0.0,0,10.266567256421148,36.440599023690694,42.02270029696291,0.13472487936674327,7.134185219923923,9.587580406329751,707.9758515567188,0.9129179372143077,0.5390302135602323,79.05000000000001,31.05000000000001,0.83,"[152, 148]","[45, 46]",64,2
guarded_ttft_oracle,oracle,ttft,0.0,0,10.409600290371868,36.01819751690833,42.13605025049812,0.12848859037130822,6.8423639337714,8.620695779164903,712.2428027136546,0.9133064598444038,0.5427104392859583,78.0,30.0,0.8266666666666667,"[154, 146]","[45, 45]",80,2
guarded_ttft_helix,helix,ttft,0.25,0,10.107357449567644,35.895026053773705,40.92149780529045,0.1235942696663157,8.114558646582505,10.087538591644483,722.5483793805444,0.92361743468905,0.5507654118014937,80.05000000000001,32.05000000000001,0.8366666666666667,"[149, 151]","[46, 46]",25,2
guarded_ttft_oracle,oracle,ttft,0.25,0,10.19727049568429,36.0078859284531,40.30927076809112,0.131640566619029,7.466532345642126,8.938039398962907,716.1094953693915,0.9141161794676971,0.5450687689370792,77.05000000000001,29.05000000000001,0.84,"[152, 148]","[45, 45]",27,2
guarded_ttft_helix,helix,ttft,0.75,0,10.030305213145457,36.11227738193357,41.216456607168695,0.12365366391460952,7.700942066020398,9.273684880891537,717.6750413525824,0.9169851843195516,0.5485455164987008,78.0,30.0,0.8366666666666667,"[155, 145]","[45, 46]",17,2
guarded_ttft_oracle,oracle,ttft,0.75,0,9.989175342654638,36.0139302468589,40.830578822557435,0.131640566619029,7.66323249786835,9.242869929223119,718.4952797290499,0.9188387655980972,0.546248703536641,77.05000000000001,29.05000000000001,0.84,"[152, 148]","[45, 45]",27,2
